PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,GroupCount,RoundedFare
630,0,3,male,32.0,0,0,Q,0,10
631,1,1,male,80.0,0,0,S,0,30
632,0,3,male,51.0,0,0,S,0,10
633,1,1,male,32.0,0,0,C,0,30
634,0,1,male,32.0,0,0,S,0,0
635,0,3,female,9.0,3,2,S,5,30
636,1,2,female,28.0,0,0,S,0,10
637,0,3,male,32.0,0,0,S,0,10
638,0,2,male,31.0,1,1,S,2,30
639,0,3,female,41.0,0,5,S,5,40
640,0,3,male,32.0,1,0,S,1,20
641,0,3,male,20.0,0,0,S,0,10
642,1,1,female,24.0,0,0,C,0,70
643,0,3,female,2.0,3,2,S,5,30
644,1,3,male,32.0,0,0,S,0,60
645,1,3,female,0.75,2,1,C,3,20
646,1,1,male,48.0,1,0,C,1,80
647,0,3,male,19.0,0,0,S,0,10
648,1,1,male,56.0,0,0,C,0,40
649,0,3,male,32.0,0,0,S,0,10
650,1,3,female,23.0,0,0,S,0,10
651,0,3,male,32.0,0,0,S,0,10
652,1,2,female,18.0,0,1,S,1,20
653,0,3,male,21.0,0,0,S,0,10
654,1,3,female,22.0,0,0,Q,0,10
655,0,3,female,18.0,0,0,Q,0,10
656,0,2,male,24.0,2,0,S,2,70
657,0,3,male,32.0,0,0,S,0,10
658,0,3,female,32.0,1,1,Q,2,20
659,0,2,male,23.0,0,0,S,0,10
660,0,1,male,58.0,0,2,C,2,110
661,1,1,male,50.0,2,0,S,2,130
662,0,3,male,40.0,0,0,C,0,10
663,0,1,male,47.0,0,0,S,0,30
664,0,3,male,36.0,0,0,S,0,10
665,1,3,male,20.0,1,0,S,1,10
666,0,2,male,32.0,2,0,S,2,70
667,0,2,male,25.0,0,0,S,0,10
668,0,3,male,32.0,0,0,S,0,10
669,0,3,male,43.0,0,0,S,0,10
670,1,1,female,36.0,1,0,S,1,50
671,1,2,female,40.0,1,1,S,2,40
672,0,1,male,31.0,1,0,S,1,50
673,0,2,male,70.0,0,0,S,0,10
674,1,2,male,31.0,0,0,S,0,10
675,0,2,male,32.0,0,0,S,0,0
676,0,3,male,18.0,0,0,S,0,10
677,0,3,male,24.5,0,0,S,0,10
678,1,3,female,18.0,0,0,S,0,10
679,0,3,female,43.0,1,6,S,7,50
680,1,1,male,36.0,0,1,C,1,510
681,0,3,female,22.0,0,0,Q,0,10
682,1,1,male,27.0,0,0,C,0,80
683,0,3,male,20.0,0,0,S,0,10
684,0,3,male,14.0,5,2,S,7,50
685,0,2,male,60.0,1,1,S,2,40
686,0,2,male,25.0,1,2,C,3,40
687,0,3,male,14.0,4,1,S,5,40
688,0,3,male,19.0,0,0,S,0,10
689,0,3,male,18.0,0,0,S,0,10
690,1,1,female,15.0,0,1,S,1,210
691,1,1,male,31.0,1,0,S,1,60
692,1,3,female,4.0,0,1,C,1,10
693,1,3,male,32.0,0,0,S,0,60
694,0,3,male,25.0,0,0,C,0,10
695,0,1,male,60.0,0,0,S,0,30
696,0,2,male,52.0,0,0,S,0,10
697,0,3,male,44.0,0,0,S,0,10
698,1,3,female,22.0,0,0,Q,0,10
699,0,1,male,49.0,1,1,C,2,110
700,0,3,male,42.0,0,0,S,0,10
701,1,1,female,18.0,1,0,C,1,230
702,1,1,male,35.0,0,0,S,0,30
703,0,3,female,18.0,0,1,C,1,10
704,0,3,male,25.0,0,0,Q,0,10
705,0,3,male,26.0,1,0,S,1,10
706,0,2,male,39.0,0,0,S,0,30
707,1,2,female,45.0,0,0,S,0,10
708,1,1,male,42.0,0,0,S,0,30
709,1,1,female,22.0,0,0,S,0,150
710,1,3,male,5.0,1,1,C,2,20
711,1,1,female,24.0,0,0,C,0,50
712,0,1,male,32.0,0,0,S,0,30
713,1,1,male,48.0,1,0,S,1,50
714,0,3,male,29.0,0,0,S,0,10
715,0,2,male,52.0,0,0,S,0,10
716,0,3,male,19.0,0,0,S,0,10
717,1,1,female,38.0,0,0,C,0,230
718,1,2,female,27.0,0,0,S,0,10
719,0,3,male,32.0,0,0,Q,0,20
720,0,3,male,33.0,0,0,S,0,10
721,1,2,female,6.0,0,1,S,1,30
722,0,3,male,17.0,1,0,S,1,10
723,0,2,male,34.0,0,0,S,0,10
724,0,2,male,50.0,0,0,S,0,10
725,1,1,male,27.0,1,0,S,1,50
726,0,3,male,20.0,0,0,S,0,10
727,1,2,female,30.0,3,0,S,3,20
728,1,3,female,22.0,0,0,Q,0,10
729,0,2,male,25.0,1,0,S,1,30
730,0,3,female,25.0,1,0,S,1,10
731,1,1,female,29.0,0,0,S,0,210
732,0,3,male,11.0,0,0,C,0,20
733,0,2,male,32.0,0,0,S,0,0
734,0,2,male,23.0,0,0,S,0,10
735,0,2,male,23.0,0,0,S,0,10
736,0,3,male,28.5,0,0,S,0,20
737,0,3,female,48.0,1,3,S,4,30
738,1,1,male,35.0,0,0,C,0,510
739,0,3,male,32.0,0,0,S,0,10
740,0,3,male,32.0,0,0,S,0,10
741,1,1,male,32.0,0,0,S,0,30
742,0,1,male,36.0,1,0,S,1,80
743,1,1,female,21.0,2,2,C,4,260
744,0,3,male,24.0,1,0,S,1,20
745,1,3,male,31.0,0,0,S,0,10
746,0,1,male,70.0,1,1,S,2,70
747,0,3,male,16.0,1,1,S,2,20
748,1,2,female,30.0,0,0,S,0,10
749,0,1,male,19.0,1,0,S,1,50
750,0,3,male,31.0,0,0,Q,0,10
751,1,2,female,4.0,1,1,S,2,20
752,1,3,male,6.0,0,1,S,1,10
753,0,3,male,33.0,0,0,S,0,10
754,0,3,male,23.0,0,0,S,0,10
755,1,2,female,48.0,1,2,S,3,60
756,1,2,male,0.67,1,1,S,2,10
757,0,3,male,28.0,0,0,S,0,10
758,0,2,male,18.0,0,0,S,0,10
759,0,3,male,34.0,0,0,S,0,10
760,1,1,female,33.0,0,0,S,0,90
761,0,3,male,32.0,0,0,S,0,10
762,0,3,male,41.0,0,0,S,0,10
763,1,3,male,20.0,0,0,C,0,10
764,1,1,female,36.0,1,2,S,3,120
765,0,3,male,16.0,0,0,S,0,10
766,1,1,female,51.0,1,0,S,1,80
767,0,1,male,42.0,0,0,C,0,40
768,0,3,female,30.5,0,0,Q,0,10
769,0,3,male,32.0,1,0,Q,1,20
770,0,3,male,32.0,0,0,S,0,10
771,0,3,male,24.0,0,0,S,0,10
772,0,3,male,48.0,0,0,S,0,10
773,0,2,female,57.0,0,0,S,0,10
774,0,3,male,32.0,0,0,C,0,10
775,1,2,female,54.0,1,3,S,4,20
776,0,3,male,18.0,0,0,S,0,10
777,0,3,male,32.0,0,0,Q,0,10
778,1,3,female,5.0,0,0,S,0,10
779,0,3,male,32.0,0,0,Q,0,10
780,1,1,female,43.0,0,1,S,1,210
781,1,3,female,13.0,0,0,C,0,10
782,1,1,female,17.0,1,0,S,1,60
783,0,1,male,29.0,0,0,S,0,30
784,0,3,male,32.0,1,2,S,3,20
785,0,3,male,25.0,0,0,S,0,10
786,0,3,male,25.0,0,0,S,0,10
787,1,3,female,18.0,0,0,S,0,10
788,0,3,male,8.0,4,1,Q,5,30
789,1,3,male,1.0,1,2,S,3,20
790,0,1,male,46.0,0,0,C,0,80
791,0,3,male,32.0,0,0,Q,0,10
792,0,2,male,16.0,0,0,S,0,30
793,0,3,female,22.0,8,2,S,10,70
794,0,1,male,32.0,0,0,C,0,30
795,0,3,male,25.0,0,0,S,0,10
796,0,2,male,39.0,0,0,S,0,10
797,1,1,female,49.0,0,0,S,0,30
798,1,3,female,31.0,0,0,S,0,10
799,0,3,male,30.0,0,0,C,0,10
800,0,3,female,30.0,1,1,S,2,20
801,0,2,male,34.0,0,0,S,0,10
802,1,2,female,31.0,1,1,S,2,30
803,1,1,male,11.0,1,2,S,3,120
804,1,3,male,0.42,0,1,C,1,10
805,1,3,male,27.0,0,0,S,0,10
806,0,3,male,31.0,0,0,S,0,10
807,0,1,male,39.0,0,0,S,0,0
808,0,3,female,18.0,0,0,S,0,10
809,0,2,male,39.0,0,0,S,0,10
810,1,1,female,33.0,1,0,S,1,50
811,0,3,male,26.0,0,0,S,0,10
812,0,3,male,39.0,0,0,S,0,20
813,0,2,male,35.0,0,0,S,0,10
814,0,3,female,6.0,4,2,S,6,30
815,0,3,male,30.5,0,0,S,0,10
816,0,1,male,32.0,0,0,S,0,0
817,0,3,female,23.0,0,0,S,0,10
818,0,2,male,31.0,1,1,C,2,40
819,0,3,male,43.0,0,0,S,0,10
820,0,3,male,10.0,3,2,S,5,30
821,1,1,female,52.0,1,1,S,2,90
822,1,3,male,27.0,0,0,S,0,10
823,0,1,male,38.0,0,0,S,0,0
824,1,3,female,27.0,0,1,S,1,10
825,0,3,male,2.0,4,1,S,5,40
826,0,3,male,32.0,0,0,Q,0,10
827,0,3,male,32.0,0,0,S,0,60
828,1,2,male,1.0,0,2,C,2,40
829,1,3,male,32.0,0,0,Q,0,10
830,1,1,female,62.0,0,0,S,0,80
831,1,3,female,15.0,1,0,C,1,10
832,1,2,male,0.83,1,1,S,2,20
833,0,3,male,32.0,0,0,C,0,10
834,0,3,male,23.0,0,0,S,0,10
835,0,3,male,18.0,0,0,S,0,10
836,1,1,female,39.0,1,1,C,2,80
837,0,3,male,21.0,0,0,S,0,10
838,0,3,male,32.0,0,0,S,0,10
839,1,3,male,32.0,0,0,S,0,60
840,1,1,male,32.0,0,0,C,0,30
841,0,3,male,20.0,0,0,S,0,10
842,0,2,male,16.0,0,0,S,0,10
843,1,1,female,30.0,0,0,C,0,30
844,0,3,male,34.5,0,0,C,0,10
845,0,3,male,17.0,0,0,S,0,10
846,0,3,male,42.0,0,0,S,0,10
847,0,3,male,32.0,8,2,S,10,70
848,0,3,male,35.0,0,0,C,0,10
849,0,2,male,28.0,0,1,S,1,30
850,1,1,female,36.0,1,0,C,1,90
851,0,3,male,4.0,4,2,S,6,30
852,0,3,male,74.0,0,0,S,0,10
853,0,3,female,9.0,1,1,C,2,20
854,1,1,female,16.0,0,1,S,1,40
855,0,2,female,44.0,1,0,S,1,30
856,1,3,female,18.0,0,1,S,1,10
857,1,1,female,45.0,1,1,S,2,160
858,1,1,male,51.0,0,0,S,0,30
859,1,3,female,24.0,0,3,C,3,20
860,0,3,male,32.0,0,0,C,0,10
861,0,3,male,41.0,2,0,S,2,10
862,0,2,male,21.0,1,0,S,1,10
863,1,1,female,48.0,0,0,S,0,30
864,0,3,female,22.0,8,2,S,10,70
865,0,2,male,24.0,0,0,S,0,10
866,1,2,female,42.0,0,0,S,0,10
867,1,2,female,27.0,1,0,C,1,10
868,0,1,male,31.0,0,0,S,0,50
869,0,3,male,32.0,0,0,S,0,10
870,1,3,male,4.0,1,1,S,2,10
871,0,3,male,26.0,0,0,S,0,10
872,1,1,female,47.0,1,1,S,2,50
873,0,1,male,33.0,0,0,S,0,0
874,0,3,male,47.0,0,0,S,0,10
875,1,2,female,28.0,1,0,C,1,20
876,1,3,female,15.0,0,0,C,0,10
877,0,3,male,20.0,0,0,S,0,10
878,0,3,male,19.0,0,0,S,0,10
879,0,3,male,32.0,0,0,S,0,10
880,1,1,female,56.0,0,1,C,1,80
881,1,2,female,25.0,0,1,S,1,30
882,0,3,male,33.0,0,0,S,0,10
883,0,3,female,22.0,0,0,S,0,10
884,0,2,male,28.0,0,0,S,0,10
885,0,3,male,25.0,0,0,S,0,10
886,0,3,female,39.0,0,5,Q,5,30
887,0,2,male,27.0,0,0,S,0,10
888,1,1,female,19.0,0,0,S,0,30
889,0,3,female,22.0,1,2,S,3,20
890,1,1,male,26.0,0,0,C,0,30
891,0,3,male,32.0,0,0,Q,0,10
